OrderID,Date,Product,Category,Region,City,Units,UnitPrice,Amount
100415,2025-01-10,Electric Kettle,Home,Sindh,Karachi,3,3454.0,10362.0
100241,2025-09-08,Cookware Set,Home,Punjab,Multan,1,8633.0,8633.0
100262,2025-01-16,Jeans,Fashion,Punjab,Lahore,1,3272.0,3272.0
100609,2025-03-02,Lawn Suit,Fashion,Punjab,Rawalpindi,4,4469.0,17876.0
101514,2025-04-04,Wall Clock,Home,Punjab,Lahore,2,1464.0,2928.0
102393,2025-11-18,Lawn Suit,Fashion,KPK,Peshawar,3,4828.0,14484.0
101347,2025-06-03,Basmati Rice 5kg,Grocery,Islamabad,Islamabad,3,2322.0,6966.0
101033,2025-05-02,Laptop,Electronics,Punjab,Faisalabad,3,121204.0,363612.0
101294,2025-10-20,Power Bank,Electronics,Punjab,Rawalpindi,2,3370.0,
102248,2025-04-05,Wheat Flour 20kg,Grocery,Sindh,Karachi,1,2411.0,2411.0
101753,2025-07-11,Wall Clock,Home,Sindh,Karachi,2,1629.0,3258.0
102434,2025-07-01,Smartphone,Electronics,Islamabad,Islamabad,2,43506.0,87012.0
101696,2025-05-01,Sugar 10kg,Grocery,KPK,Mardan,4,1420.0,5680.0
101803,2025-10-05,Smartphone,Electronics,Punjab,Faisalabad,1,45117.0,45117.0
101262,2025-12-25,Smartphone,Electronics,KPK,Mardan,4,48498.0,193992.0
100935,2025-07-22,Jeans,Fashion,Sindh,Karachi,2,3254.0,6508.0
102113,2025-05-17,Cooking Oil 5L,Grocery,Islamabad,Islamabad,1,2824.0,2824.0
100595,2025-09-29,Wall Clock,Home,Balochistan,Gwadar,1,1565.0,1565.0
101396,2025-12-19,Electric Kettle,Home,Islamabad,Islamabad,2,3036.0,6072.0
100374,2025-09-22,Bed Sheet Set,Home,Punjab,Lahore,1,3788.0,3788.0
100637,2025-05-05,LED TV 43in,Electronics,KPK,Mardan,2,62614.0,125228.0
100213,2025-10-09,Basmati Rice 5kg,Grocery,KPK,Mardan,3,2188.0,6564.0
101838,2025-03-15,Smartphone,Electronics,Punjab,Multan,3,46567.0,139701.0
102070,2025-03-30,Wall Clock,Home,Punjab,Lahore,2,1460.0,2920.0
101218,2025-01-10,Wheat Flour 20kg,Grocery,Sindh,Karachi,1,2558.0,2558.0
102480,2025-12-18,Sneakers,Fashion,Punjab,Lahore,1,5132.0,5132.0
100328,2025-04-01,Wheat Flour 20kg,Grocery,KPK,Peshawar,6,2662.0,15972.0
102323,2025-10-23,Cookware Set,Home,Punjab,Lahore,3,9185.0,27555.0
101705,2025-07-16,Sugar 10kg,Grocery,KPK,Peshawar,1,1505.0,1505.0
101755,2025-06-11,Sneakers,Fashion,Punjab,Faisalabad,3,5418.0,16254.0
101267,2025-04-28,Tea 950g,Grocery,KPK,Mardan,4,1582.0,6328.0
102039,2025-04-28,Laptop,Electronics,Punjab,Multan,3,124567.0,373701.0
100217,2025-06-06,Wheat Flour 20kg,Grocery,Punjab,Lahore,1,2571.0,2571.0
100676,2025-10-20,Sneakers,Fashion,Sindh,Hyderabad,4,5138.0,20552.0
100511,2025-06-14,Bed Sheet Set,Home,Sindh,Sukkur,2,3826.0,7652.0
100987,2025-01-14,Cooking Oil 5L,Grocery,Punjab,Faisalabad,1,2715.0,2715.0
102158,2025-06-16,Smartphone,Electronics,Punjab,Multan,3,44873.0,134619.0
100439,2025-01-06,Laptop,Electronics,Punjab,Lahore,2,116131.0,232262.0
100640,2025-05-01,Electric Kettle,Home,Balochistan,Gwadar,1,3367.0,3367.0
101377,2025-09-15,Kurta,Fashion,Sindh,Sukkur,1,2294.0,2294.0
100868,2025-11-12,Bed Sheet Set,Home,Punjab,Rawalpindi,1,3740.0,3740.0
101223,2025-11-25,Bed Sheet Set,Home,Islamabad,Islamabad,2,3659.0,7318.0
102147,2025-08-30,Sugar 10kg,Grocery,Sindh,Hyderabad,1,1444.0,1444.0
100060,2025-09-29,Smartphone,Electronics,Sindh,Hyderabad,2,41669.0,83338.0
101811,2025-09-25,Power Bank,Electronics,Punjab,Multan,4,3485.0,13940.0
100905,2025-01-12,Wall Clock,Home,Punjab,Faisalabad,2,1611.0,3222.0
100664,2025-04-27,Kurta,Fashion,KPK,Mardan,3,2466.0,7398.0
101216,2025-07-20,Tea 950g,Grocery,Sindh,Sukkur,1,1334.0,1334.0
100423,2025-08-26,Wheat Flour 20kg,Grocery,Punjab,Faisalabad,1,2785.0,2785.0
100375,2025-07-05,Sugar 10kg,Grocery,Islamabad,Islamabad,4,1322.0,5288.0
101868,2025-07-24,Lawn Suit,Fashion,KPK,Abbottabad,6,4714.0,28284.0
100807,2025-01-16,Sneakers,Fashion,Sindh,Hyderabad,1,5589.0,5589.0
100513,2025-11-01,Power Bank,Electronics,KPK,Peshawar,6,3575.0,21450.0
101481,2025-08-02,Sneakers,Fashion,Punjab,Faisalabad,2,5724.0,11448.0
102288,2025-02-18,Wheat Flour 20kg,Grocery,Islamabad,Islamabad,1,2569.0,2569.0
101051,2025-08-27,Cookware Set,Home,Islamabad,Islamabad,1,8256.0,8256.0
100749,2025-01-24,Bluetooth Speaker,Electronics,Punjab,Lahore,1,6759.0,6759.0
101297,2025-01-31,Bed Sheet Set,Home,Punjab,Multan,4,3532.0,14128.0
100945,2025-01-10,Laptop,Electronics,Sindh,Sukkur,2,127143.0,254286.0
102000,2025-12-14,Tea 950g,Grocery,Sindh,Hyderabad,1,1303.0,1303.0
100959,2025-10-14,Sneakers,Fashion,Punjab,Multan,5,5514.0,27570.0
100742,2025-02-10,LED TV 43in,Electronics,Punjab,Multan,1,68014.0,68014.0
100920,2025-12-10,Basmati Rice 5kg,Grocery,Islamabad,Islamabad,3,2223.0,6669.0
100492,2025-07-04,Wheat Flour 20kg,Grocery,Balochistan,Quetta,1,2494.0,2494.0
101534,2025-09-26,Basmati Rice 5kg,Grocery,Punjab,Multan,1,2174.0,2174.0
100546,2025-02-04,Laptop,Electronics,Punjab,Rawalpindi,2,113756.0,227512.0
101337,2025-03-31,Bluetooth Speaker,Electronics,Islamabad,Islamabad,1,7265.0,7265.0
100219,2025-03-17,Wheat Flour 20kg,Grocery,Punjab,Lahore,2,2584.0,5168.0
101989,2025-06-14,Lawn Suit,Fashion,Islamabad,Islamabad,3,4602.0,13806.0
102457,2025-07-19,Jeans,Fashion,Punjab,Rawalpindi,1,3309.0,3309.0
101649,2025-12-02,Lawn Suit,Fashion,Sindh,Karachi,1,4429.0,4429.0
102430,2025-01-08,Power Bank,Electronics,Sindh,Hyderabad,1,3220.0,3220.0
102364,2025-11-30,Sneakers,Fashion,Sindh,Hyderabad,1,5885.0,5885.0
101133,2025-03-15,Sneakers,Fashion,Sindh,Sukkur,4,5650.0,22600.0
102425,2025-11-11,Laptop,Electronics,KPK,Mardan,5,136782.0,683910.0
102341,2025-12-06,Tea 950g,Grocery,Punjab,Rawalpindi,2,1371.0,2742.0
102523,2025-02-13,Kurta,Fashion,Balochistan,Quetta,1,2791.0,2791.0
100778,2025-07-20,Sneakers,Fashion,Punjab,Rawalpindi,2,5169.0,10338.0
100376,2025-01-27,Lawn Suit,Fashion,Islamabad,Islamabad,4,4474.0,17896.0
101408,2025-11-30,LED TV 43in,Electronics,Punjab,Multan,2,59828.0,119656.0
100026,2025-09-30,Smartphone,Electronics,Punjab,Multan,2,42987.0,85974.0
101159,2025-04-30,Sugar 10kg,Grocery,Punjab,Rawalpindi,2,1353.0,2706.0
100705,2025-05-10,Wall Clock,Home,Punjab,Lahore,2,1442.0,2884.0
101780,2025-05-22,Wall Clock,Home,Sindh,Hyderabad,2,1433.0,2866.0
101907,2025-11-19,Sugar 10kg,Grocery,Punjab,Multan,7,1384.0,9688.0
101435,2025-02-04,Kurta,Fashion,Islamabad,Islamabad,1,2503.0,2503.0
101002,2025-08-29,Sugar 10kg,Grocery,Sindh,Sukkur,3,1346.0,4038.0
102280,2025-06-21,Kurta,Fashion,Sindh,Hyderabad,1,2454.0,2454.0
102394,2025-06-21,Lawn Suit,Fashion,Sindh,Sukkur,1,4404.0,4404.0
101320,2025-11-23,Cookware Set,Home,Punjab,Multan,3,7948.0,23844.0
102513,2025-07-30,Sugar 10kg,Grocery,Punjab,Rawalpindi,2,1348.0,2696.0
101617,2025-01-18,Cookware Set,Home,KPK,Abbottabad,3,7940.0,23820.0
100151,2025-07-21,Lawn Suit,Fashion,Sindh,Hyderabad,5,4855.0,24275.0
101544,2025-03-09,Jeans,Fashion,Punjab,Faisalabad,3,3108.0,9324.0
100660,2025-03-07,Electric Kettle,Home,Punjab,Multan,5,3462.0,17310.0
102237,2025-05-09,Smartphone,Electronics,Sindh,Sukkur,2,44130.0,88260.0
100450,2025-08-14,Cookware Set,Home,Sindh,Sukkur,1,8011.0,8011.0
101251,2025-07-01,Smartphone,Electronics,Sindh,Karachi,2,43447.0,86894.0
101025,2025-06-10,Kurta,Fashion,Sindh,Hyderabad,4,2520.0,10080.0
101263,2025-10-29,Bluetooth Speaker,Electronics,Punjab,Multan,4,6314.0,25256.0
101382,2025-05-18,Wall Clock,Home,Punjab,Multan,1,1540.0,1540.0
100643,2025-07-02,Cookware Set,Home,Punjab,Faisalabad,1,8655.0,8655.0
101090,2025-03-20,Sugar 10kg,Grocery,Punjab,Lahore,2,1352.0,2704.0
101820,2025-04-26,Bed Sheet Set,Home,Punjab,Rawalpindi,2,3967.0,7934.0
102109,2025-10-26,Cookware Set,Home,Punjab,Lahore,1,8538.0,8538.0
101301,2025-07-28,Wall Clock,Home,Sindh,Hyderabad,1,1377.0,1377.0
101921,2025-11-30,Electric Kettle,Home,Punjab,Faisalabad,1,3205.0,3205.0
101693,2025-07-18,LED TV 43in,Electronics,KPK,Mardan,3,62465.0,187395.0
100110,2025-05-22,Jeans,Fashion,Sindh,Sukkur,4,3081.0,12324.0
100214,2025-08-10,Cookware Set,Home,Islamabad,Islamabad,2,8668.0,17336.0
100253,2025-08-21,LED TV 43in,Electronics,Sindh,Hyderabad,2,63091.0,126182.0
100063,2025-07-18,Kurta,Fashion,Sindh,Sukkur,2,2665.0,5330.0
102545,2025-11-28,Jeans,Fashion,Punjab,Multan,2,3121.0,6242.0
102244,2025-05-16,Cookware Set,Home,Punjab,Rawalpindi,4,8711.0,34844.0
100194,2025-03-21,Bed Sheet Set,Home,Balochistan,Gwadar,4,3761.0,15044.0
100861,2025-08-14,Power Bank,Electronics,Punjab,Faisalabad,1,3450.0,3450.0
100523,2025-10-05,Jeans,Fashion,Punjab,Rawalpindi,2,3121.0,6242.0
101719,2025-02-09,Bluetooth Speaker,Electronics,Sindh,Sukkur,2,5734.0,11468.0
100296,2025-06-26,Sugar 10kg,Grocery,Punjab,Rawalpindi,5,1417.0,7085.0
101134,2025-12-05,Cookware Set,Home,Islamabad,Islamabad,4,7913.0,31652.0
101599,2025-03-15,Tea 950g,Grocery,Sindh,Sukkur,2,1383.0,2766.0
100412,2025-01-02,Kurta,Fashion,KPK,Peshawar,2,2504.0,5008.0
101196,2025-06-29,Bed Sheet Set,Home,KPK,Peshawar,5,3799.0,18995.0
100704,2025-08-01,Lawn Suit,Fashion,Sindh,Sukkur,2,4761.0,9522.0
102418,2025-06-12,Wheat Flour 20kg,Grocery,Punjab,Lahore,3,2445.0,7335.0
101528,2025-11-27,Bed Sheet Set,Home,Punjab,Multan,2,3969.0,7938.0
102009,2025-07-18,Cooking Oil 5L,Grocery,Islamabad,Islamabad,3,2819.0,8457.0
102187,2025-04-09,Kurta,Fashion,Punjab,Lahore,7,2577.0,18039.0
102374,2025-03-08,Basmati Rice 5kg,Grocery,Sindh,Sukkur,2,2258.0,4516.0
100961,2025-04-02,Laptop,Electronics,Islamabad,Islamabad,9,121234.0,1091106.0
100635,2025-02-15,Sneakers,Fashion,Punjab,Rawalpindi,3,5774.0,17322.0
101336,2025-10-22,Cookware Set,Home,Punjab,Multan,3,8426.0,25278.0
101889,2025-07-08,Wall Clock,Home,Sindh,Sukkur,3,1475.0,4425.0
102205,2025-08-06,Bed Sheet Set,Home,Punjab,Rawalpindi,2,3648.0,7296.0
102271,2025-10-18,Wall Clock,Home,Punjab,Rawalpindi,1,1304.0,1304.0
100993,2025-09-25,LED TV 43in,Electronics,Punjab,Rawalpindi,1,70723.0,70723.0
100414,2025-03-28,Jeans,Fashion,Punjab,Rawalpindi,7,3186.0,22302.0
102020,2025-03-29,Kurta,Fashion,Islamabad,Islamabad,3,2474.0,7422.0
101454,2025-06-05,Cooking Oil 5L,Grocery,KPK,Mardan,3,2535.0,7605.0
101281,2025-08-25,Laptop,Electronics,Balochistan,Quetta,1,117500.0,117500.0
101183,2025-11-12,Sneakers,Fashion,Punjab,Multan,2,5534.0,11068.0
100547,2025-03-29,Cooking Oil 5L,Grocery,KPK,Abbottabad,3,2756.0,8268.0
101561,2025-06-01,Tea 950g,Grocery,Punjab,Faisalabad,5,1331.0,6655.0
100179,2025-01-10,Wall Clock,Home,Sindh,Karachi,4,1519.0,6076.0
101332,2025-08-10,Cooking Oil 5L,Grocery,Islamabad,Islamabad,1,2955.0,2955.0
101202,2025-10-19,Electric Kettle,Home,Sindh,Karachi,2,3007.0,6014.0
101123,2025-12-17,Kurta,Fashion,Punjab,Faisalabad,1,2517.0,2517.0
102564,2025-09-09,Sneakers,Fashion,KPK,Abbottabad,1,5595.0,5595.0
101973,2025-08-31,Cooking Oil 5L,Grocery,KPK,Mardan,1,2718.0,2718.0
100147,2025-04-05,Jeans,Fashion,Punjab,Faisalabad,5,3190.0,15950.0
102399,2025-07-18,Smartphone,Electronics,Sindh,Sukkur,1,41706.0,41706.0
102290,2025-10-01,Electric Kettle,Home,Punjab,Rawalpindi,2,3069.0,6138.0
101549,2025-08-02,Laptop,Electronics,Punjab,Lahore,1,126745.0,126745.0
102334,2025-10-24,Smartphone,Electronics,Punjab,Rawalpindi,3,48936.0,146808.0
102317,2025-05-11,Electric Kettle,Home,Sindh,Hyderabad,1,3242.0,3242.0
100832,2025-01-28,Lawn Suit,Fashion,Islamabad,Islamabad,1,4619.0,4619.0
101787,2025-02-20,Lawn Suit,Fashion,KPK,Mardan,2,4603.0,9206.0
102525,2025-10-19,Basmati Rice 5kg,Grocery,Punjab,Rawalpindi,3,2287.0,6861.0
101321,2025-04-20,Bed Sheet Set,Home,KPK,Mardan,4,3630.0,14520.0
100670,2025-12-27,Laptop,Electronics,Punjab,Faisalabad,4,120408.0,481632.0
100699,2025-05-08,Wall Clock,Home,KPK,Abbottabad,3,1532.0,4596.0
100795,2025-02-11,Bluetooth Speaker,Electronics,Punjab,Lahore,5,6593.0,32965.0
101676,2025-03-08,Cooking Oil 5L,Grocery,Punjab,Rawalpindi,1,2843.0,2843.0
100732,2025-05-02,Electric Kettle,Home,KPK,Abbottabad,3,3075.0,9225.0
102153,2025-08-09,Bed Sheet Set,Home,Sindh,Hyderabad,1,3530.0,3530.0
101082,2025-01-22,Laptop,Electronics,Sindh,Karachi,1,127076.0,127076.0
100845,2025-04-21,Jeans,Fashion,Punjab,Lahore,6,3177.0,19062.0
101799,2025-09-10,Sugar 10kg,Grocery,Punjab,Lahore,1,1355.0,1355.0
102560,2025-07-22,LED TV 43in,Electronics,Balochistan,Gwadar,1,61560.0,61560.0
100738,2025-11-26,Lawn Suit,Fashion,Sindh,Karachi,1,4554.0,4554.0
101151,2025-05-04,Sneakers,Fashion,Punjab,Faisalabad,4,5665.0,22660.0
100484,2025-07-15,Smartphone,Electronics,Sindh,Sukkur,3,43877.0,131631.0
102554,2025-11-29,Wheat Flour 20kg,Grocery,Sindh,Hyderabad,2,2445.0,4890.0
100121,2025-06-24,Jeans,Fashion,Punjab,Multan,1,3106.0,3106.0
100354,2025-11-22,LED TV 43in,Electronics,KPK,Abbottabad,2,62188.0,124376.0
101955,2025-06-14,Sneakers,Fashion,Punjab,Multan,1,5433.0,5433.0
100852,2025-05-06,Tea 950g,Grocery,KPK,Peshawar,2,1393.0,2786.0
102549,2025-08-06,Wall Clock,Home,Islamabad,Islamabad,1,1566.0,1566.0
102501,2025-05-23,Bed Sheet Set,Home,Punjab,Rawalpindi,1,3717.0,3717.0
100186,2025-03-23,LED TV 43in,Electronics,Punjab,Multan,4,62407.0,249628.0
